Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cultivar]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[genotype]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[cultivar]
P809	ERS2904253	SAMEA5092912	Hordeum vulgare subsp. vulgare	P0809 (Vlamingh)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P809	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P809_S530_L006	group 762	sequencing assay	ERX2907807	HH2WCBBXX_P809_S530_L006_R2_001.fastq.gz	HH2WCBBXX_P809_S530_L006_R2_001.fastq.gz	ERR2904046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2904046/ERR2904046_2.fastq.gz	302	152	P0809 (Vlamingh)
P810	ERS2904254	SAMEA5092913	Hordeum vulgare subsp. vulgare	P0810 (VODKA)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P810	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P810_S498_L003	group 763	sequencing assay	ERX2907808	HFVHJBBXX_P810_S498_L003_R1_001.fastq.gz	HFVHJBBXX_P810_S498_L003_R1_001.fastq.gz	ERR2904047	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2904047/ERR2904047_1.fastq.gz	302	152	P0810 (VODKA)
P810	ERS2904254	SAMEA5092913	Hordeum vulgare subsp. vulgare	P0810 (VODKA)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P810	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P810_S498_L003	group 763	sequencing assay	ERX2907808	HFVHJBBXX_P810_S498_L003_R2_001.fastq.gz	HFVHJBBXX_P810_S498_L003_R2_001.fastq.gz	ERR2904047	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2904047/ERR2904047_2.fastq.gz	302	152	P0810 (VODKA)
P810	ERS2904254	SAMEA5092913	Hordeum vulgare subsp. vulgare	P0810 (VODKA)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P810	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P810_S791_L007	group 763	sequencing assay	ERX2907808	HH2WCBBXX_P810_S791_L007_R1_001.fastq.gz	HH2WCBBXX_P810_S791_L007_R1_001.fastq.gz	ERR2904048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2904048/ERR2904048_1.fastq.gz	302	152	P0810 (VODKA)
P810	ERS2904254	SAMEA5092913	Hordeum vulgare subsp. vulgare	P0810 (VODKA)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P810	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P810_S791_L007	group 763	sequencing assay	ERX2907808	HH2WCBBXX_P810_S791_L007_R2_001.fastq.gz	HH2WCBBXX_P810_S791_L007_R2_001.fastq.gz	ERR2904048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2904048/ERR2904048_2.fastq.gz	302	152	P0810 (VODKA)
P811	ERS2904255	SAMEA5092914	Hordeum vulgare subsp. vulgare	P0811 (Vogelsanger Gold)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P811	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P811_S239_L004	group 764	sequencing assay	ERX2907809	HGH2WBBXX_P811_S239_L004_R1_001.fastq.gz	HGH2WBBXX_P811_S239_L004_R1_001.fastq.gz	ERR2904049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2904049/ERR2904049_1.fastq.gz	302	152	P0811 (Vogelsanger Gold)
P811	ERS2904255	SAMEA5092914	Hordeum vulgare subsp. vulgare	P0811 (Vogelsanger Gold)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P811	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P811_S239_L004	group 764	sequencing assay	ERX2907809	HGH2WBBXX_P811_S239_L004_R2_001.fastq.gz	HGH2WBBXX_P811_S239_L004_R2_001.fastq.gz	ERR2904049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2904049/ERR2904049_2.fastq.gz	302	152	P0811 (Vogelsanger Gold)
P811	ERS2904255	SAMEA5092914	Hordeum vulgare subsp. vulgare	P0811 (Vogelsanger Gold)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P811	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P811_S593_L002	group 764	sequencing assay	ERX2907809	HGL5VBBXX_P811_S593_L002_R1_001.fastq.gz	HGL5VBBXX_P811_S593_L002_R1_001.fastq.gz	ERR2904050	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2904050/ERR2904050_1.fastq.gz	302	152	P0811 (Vogelsanger Gold)
P811	ERS2904255	SAMEA5092914	Hordeum vulgare subsp. vulgare	P0811 (Vogelsanger Gold)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P811	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P811_S593_L002	group 764	sequencing assay	ERX2907809	HGL5VBBXX_P811_S593_L002_R2_001.fastq.gz	HGL5VBBXX_P811_S593_L002_R2_001.fastq.gz	ERR2904050	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2904050/ERR2904050_2.fastq.gz	302	152	P0811 (Vogelsanger Gold)
P812	ERS2904256	SAMEA5092915	Hordeum vulgare subsp. vulgare	P0812 (Volla)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P812	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P812_S517_L003	group 765	sequencing assay	ERX2907810	HFVHJBBXX_P812_S517_L003_R1_001.fastq.gz	HFVHJBBXX_P812_S517_L003_R1_001.fastq.gz	ERR2904051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2904051/ERR2904051_1.fastq.gz	302	152	P0812 (Volla)
P812	ERS2904256	SAMEA5092915	Hordeum vulgare subsp. vulgare	P0812 (Volla)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P812	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P812_S517_L003	group 765	sequencing assay	ERX2907810	HFVHJBBXX_P812_S517_L003_R2_001.fastq.gz	HFVHJBBXX_P812_S517_L003_R2_001.fastq.gz	ERR2904051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2904051/ERR2904051_2.fastq.gz	302	152	P0812 (Volla)
P812	ERS2904256	SAMEA5092915	Hordeum vulgare subsp. vulgare	P0812 (Volla)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P812	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P812_S810_L007	group 765	sequencing assay	ERX2907810	HH2WCBBXX_P812_S810_L007_R1_001.fastq.gz	HH2WCBBXX_P812_S810_L007_R1_001.fastq.gz	ERR2904052	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2904052/ERR2904052_1.fastq.gz	302	152	P0812 (Volla)
P812	ERS2904256	SAMEA5092915	Hordeum vulgare subsp. vulgare	P0812 (Volla)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P812	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P812_S810_L007	group 765	sequencing assay	ERX2907810	HH2WCBBXX_P812_S810_L007_R2_001.fastq.gz	HH2WCBBXX_P812_S810_L007_R2_001.fastq.gz	ERR2904052	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2904052/ERR2904052_2.fastq.gz	302	152	P0812 (Volla)
P813	ERS2904257	SAMEA5092916	Hordeum vulgare subsp. vulgare	P0813 (VT Admiral)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P813	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P813_S497_L003	group 766	sequencing assay	ERX2907811	HFVHJBBXX_P813_S497_L003_R1_001.fastq.gz	HFVHJBBXX_P813_S497_L003_R1_001.fastq.gz	ERR2904053	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2904053/ERR2904053_1.fastq.gz	302	152	P0813 (VT Admiral)
P813	ERS2904257	SAMEA5092916	Hordeum vulgare subsp. vulgare	P0813 (VT Admiral)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P813	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P813_S497_L003	group 766	sequencing assay	ERX2907811	HFVHJBBXX_P813_S497_L003_R2_001.fastq.gz	HFVHJBBXX_P813_S497_L003_R2_001.fastq.gz	ERR2904053	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2904053/ERR2904053_2.fastq.gz	302	152	P0813 (VT Admiral)
P813	ERS2904257	SAMEA5092916	Hordeum vulgare subsp. vulgare	P0813 (VT Admiral)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P813	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P813_S790_L007	group 766	sequencing assay	ERX2907811	HH2WCBBXX_P813_S790_L007_R1_001.fastq.gz	HH2WCBBXX_P813_S790_L007_R1_001.fastq.gz	ERR2904054	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2904054/ERR2904054_1.fastq.gz	302	152	P0813 (VT Admiral)
P813	ERS2904257	SAMEA5092916	Hordeum vulgare subsp. vulgare	P0813 (VT Admiral)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P813	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P813_S790_L007	group 766	sequencing assay	ERX2907811	HH2WCBBXX_P813_S790_L007_R2_001.fastq.gz	HH2WCBBXX_P813_S790_L007_R2_001.fastq.gz	ERR2904054	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/004/ERR2904054/ERR2904054_2.fastq.gz	302	152	P0813 (VT Admiral)
P814	ERS2904258	SAMEA5092917	Hordeum vulgare subsp. vulgare	P0814 (W2 2010-5-17)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P814	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P814_S258_L003	group 767	sequencing assay	ERX2907812	HFVHJBBXX_P814_S258_L003_R1_001.fastq.gz	HFVHJBBXX_P814_S258_L003_R1_001.fastq.gz	ERR2904055	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2904055/ERR2904055_1.fastq.gz	302	152	P0814 (W2 2010-5-17)
P814	ERS2904258	SAMEA5092917	Hordeum vulgare subsp. vulgare	P0814 (W2 2010-5-17)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P814	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P814_S258_L003	group 767	sequencing assay	ERX2907812	HFVHJBBXX_P814_S258_L003_R2_001.fastq.gz	HFVHJBBXX_P814_S258_L003_R2_001.fastq.gz	ERR2904055	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/005/ERR2904055/ERR2904055_2.fastq.gz	302	152	P0814 (W2 2010-5-17)
P814	ERS2904258	SAMEA5092917	Hordeum vulgare subsp. vulgare	P0814 (W2 2010-5-17)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P814	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P814_S553_L007	group 767	sequencing assay	ERX2907812	HH2WCBBXX_P814_S553_L007_R1_001.fastq.gz	HH2WCBBXX_P814_S553_L007_R1_001.fastq.gz	ERR2904056	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2904056/ERR2904056_1.fastq.gz	302	152	P0814 (W2 2010-5-17)
P814	ERS2904258	SAMEA5092917	Hordeum vulgare subsp. vulgare	P0814 (W2 2010-5-17)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P814	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P814_S553_L007	group 767	sequencing assay	ERX2907812	HH2WCBBXX_P814_S553_L007_R2_001.fastq.gz	HH2WCBBXX_P814_S553_L007_R2_001.fastq.gz	ERR2904056	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/006/ERR2904056/ERR2904056_2.fastq.gz	302	152	P0814 (W2 2010-5-17)
P815	ERS2904259	SAMEA5092919	Hordeum vulgare subsp. vulgare	P0815 (WA8832/Hml)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P815	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P815_S502_L003	group 768	sequencing assay	ERX2907813	HFVHJBBXX_P815_S502_L003_R1_001.fastq.gz	HFVHJBBXX_P815_S502_L003_R1_001.fastq.gz	ERR2904057	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2904057/ERR2904057_1.fastq.gz	302	152	P0815 (WA8832/Hml)
P815	ERS2904259	SAMEA5092919	Hordeum vulgare subsp. vulgare	P0815 (WA8832/Hml)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P815	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HFVHJBBXX_P815_S502_L003	group 768	sequencing assay	ERX2907813	HFVHJBBXX_P815_S502_L003_R2_001.fastq.gz	HFVHJBBXX_P815_S502_L003_R2_001.fastq.gz	ERR2904057	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/007/ERR2904057/ERR2904057_2.fastq.gz	302	152	P0815 (WA8832/Hml)
P815	ERS2904259	SAMEA5092919	Hordeum vulgare subsp. vulgare	P0815 (WA8832/Hml)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P815	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P815_S795_L007	group 768	sequencing assay	ERX2907813	HH2WCBBXX_P815_S795_L007_R1_001.fastq.gz	HH2WCBBXX_P815_S795_L007_R1_001.fastq.gz	ERR2904058	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2904058/ERR2904058_1.fastq.gz	302	152	P0815 (WA8832/Hml)
P815	ERS2904259	SAMEA5092919	Hordeum vulgare subsp. vulgare	P0815 (WA8832/Hml)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P815	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HH2WCBBXX_P815_S795_L007	group 768	sequencing assay	ERX2907813	HH2WCBBXX_P815_S795_L007_R2_001.fastq.gz	HH2WCBBXX_P815_S795_L007_R2_001.fastq.gz	ERR2904058	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/008/ERR2904058/ERR2904058_2.fastq.gz	302	152	P0815 (WA8832/Hml)
P816	ERS2904260	SAMEA5092920	Hordeum vulgare subsp. vulgare	P0816 (WABAR2094)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P816	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P816_S293_L004	group 769	sequencing assay	ERX2907814	HGH2WBBXX_P816_S293_L004_R1_001.fastq.gz	HGH2WBBXX_P816_S293_L004_R1_001.fastq.gz	ERR2904059	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2904059/ERR2904059_1.fastq.gz	302	152	P0816 (WABAR2094)
P816	ERS2904260	SAMEA5092920	Hordeum vulgare subsp. vulgare	P0816 (WABAR2094)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P816	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P816_S293_L004	group 769	sequencing assay	ERX2907814	HGH2WBBXX_P816_S293_L004_R2_001.fastq.gz	HGH2WBBXX_P816_S293_L004_R2_001.fastq.gz	ERR2904059	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/009/ERR2904059/ERR2904059_2.fastq.gz	302	152	P0816 (WABAR2094)
P816	ERS2904260	SAMEA5092920	Hordeum vulgare subsp. vulgare	P0816 (WABAR2094)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P816	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P816_S455_L002	group 769	sequencing assay	ERX2907814	HGL5VBBXX_P816_S455_L002_R1_001.fastq.gz	HGL5VBBXX_P816_S455_L002_R1_001.fastq.gz	ERR2904060	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2904060/ERR2904060_1.fastq.gz	302	152	P0816 (WABAR2094)
P816	ERS2904260	SAMEA5092920	Hordeum vulgare subsp. vulgare	P0816 (WABAR2094)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P816	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P816_S455_L002	group 769	sequencing assay	ERX2907814	HGL5VBBXX_P816_S455_L002_R2_001.fastq.gz	HGL5VBBXX_P816_S455_L002_R2_001.fastq.gz	ERR2904060	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/000/ERR2904060/ERR2904060_2.fastq.gz	302	152	P0816 (WABAR2094)
P817	ERS2904261	SAMEA5092921	Hordeum vulgare subsp. vulgare	P0817 (WABAR2228)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P817	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P817_S294_L004	group 770	sequencing assay	ERX2907815	HGH2WBBXX_P817_S294_L004_R1_001.fastq.gz	HGH2WBBXX_P817_S294_L004_R1_001.fastq.gz	ERR2904061	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2904061/ERR2904061_1.fastq.gz	302	152	P0817 (WABAR2228)
P817	ERS2904261	SAMEA5092921	Hordeum vulgare subsp. vulgare	P0817 (WABAR2228)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P817	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P817_S294_L004	group 770	sequencing assay	ERX2907815	HGH2WBBXX_P817_S294_L004_R2_001.fastq.gz	HGH2WBBXX_P817_S294_L004_R2_001.fastq.gz	ERR2904061	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/001/ERR2904061/ERR2904061_2.fastq.gz	302	152	P0817 (WABAR2228)
P817	ERS2904261	SAMEA5092921	Hordeum vulgare subsp. vulgare	P0817 (WABAR2228)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P817	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P817_S456_L002	group 770	sequencing assay	ERX2907815	HGL5VBBXX_P817_S456_L002_R1_001.fastq.gz	HGL5VBBXX_P817_S456_L002_R1_001.fastq.gz	ERR2904062	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2904062/ERR2904062_1.fastq.gz	302	152	P0817 (WABAR2228)
P817	ERS2904261	SAMEA5092921	Hordeum vulgare subsp. vulgare	P0817 (WABAR2228)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P817	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGL5VBBXX_P817_S456_L002	group 770	sequencing assay	ERX2907815	HGL5VBBXX_P817_S456_L002_R2_001.fastq.gz	HGL5VBBXX_P817_S456_L002_R2_001.fastq.gz	ERR2904062	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/002/ERR2904062/ERR2904062_2.fastq.gz	302	152	P0817 (WABAR2228)
P818	ERS2904262	SAMEA5092922	Hordeum vulgare subsp. vulgare	P0818 (WABAR2231)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P818	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P818_S295_L004	group 771	sequencing assay	ERX2907816	HGH2WBBXX_P818_S295_L004_R1_001.fastq.gz	HGH2WBBXX_P818_S295_L004_R1_001.fastq.gz	ERR2904063	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2904063/ERR2904063_1.fastq.gz	302	152	P0818 (WABAR2231)
P818	ERS2904262	SAMEA5092922	Hordeum vulgare subsp. vulgare	P0818 (WABAR2231)	2	week	seedling development stage	wild type genotype	leaf	organism part	P-MTAB-80725	P-MTAB-80726	P-MTAB-80727	P-MTAB-80728	P818	DNA	PAIRED	Hybrid Selection	GENOMIC	not applicable	Targeted-Capture	275	1	P-MTAB-80729	"AgriBio, Centre for AgriBioscience, Bundoora, VIC"	HGH2WBBXX_P818_S295_L004	group 771	sequencing assay	ERX2907816	HGH2WBBXX_P818_S295_L004_R2_001.fastq.gz	HGH2WBBXX_P818_S295_L004_R2_001.fastq.gz	ERR2904063	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR290/003/ERR2904063/ERR2904063_2.fastq.gz	302	152	P0818 (WABAR2231)
